,city,X,Y,items,weights,profit
236,236,6086,6868,"[235, 4695, 9155, 13615, 18075]",[1006 1009 1008 1000 1000],[419 152 643 312 809]
237,237,6087,6150,"[236, 4696, 9156, 13616, 18076]",[1003 1009 1004 1006 1000],[504 395 180 996  97]
238,238,6088,6130,"[237, 4697, 9157, 13617, 18077]",[1007 1009 1007 1002 1006],[588 715 321 599 638]
239,239,6089,6322,"[238, 4698, 9158, 13618, 18078]",[1008 1000 1004 1007 1009],[719 918  37 626 206]
240,240,6090,6777,"[239, 4699, 9159, 13619, 18079]",[1000 1000 1007 1002 1002],[323 563 193  90 105]
241,241,6093,6474,"[240, 4700, 9160, 13620, 18080]",[1006 1004 1004 1009 1006],[341 804  71 204 754]
242,242,6094,5989,"[241, 4701, 9161, 13621, 18081]",[1000 1001 1005 1008 1002],[965 184 261  41 365]
243,243,6097,7071,"[242, 4702, 9162, 13622, 18082]",[1008 1001 1003 1007 1000],[859 737 209 897 470]
244,244,6098,6808,"[243, 4703, 9163, 13623, 18083]",[1000 1001 1001 1009 1003],[456 408  83 201  23]
245,245,6102,6950,"[244, 4704, 9164, 13624, 18084]",[1001 1000 1009 1003 1001],[760  15 371 503 862]
246,246,6105,6424,"[245, 4705, 9165, 13625, 18085]",[1002 1008 1007 1008 1000],[135 320 471  32   8]
247,247,6106,6394,"[246, 4706, 9166, 13626, 18086]",[1009 1008 1002 1000 1001],[390 109 973 646 501]
248,248,6106,7102,"[247, 4707, 9167, 13627, 18087]",[1008 1006 1002 1008 1004],[780 460 513 879 131]
249,249,6108,5899,"[248, 4708, 9168, 13628, 18088]",[1005 1004 1002 1008 1008],[496 530 515 963 981]
250,250,6109,6091,"[249, 4709, 9169, 13629, 18089]",[1005 1007 1003 1001 1004],[  1  72 355 484 656]
251,251,6110,7011,"[250, 4710, 9170, 13630, 18090]",[1000 1000 1004 1000 1007],[906 781 687 143 216]
252,252,6111,6050,"[251, 4711, 9171, 13631, 18091]",[1005 1003 1005 1004 1006],[171 362 170 363  42]
253,253,6111,6293,"[252, 4712, 9172, 13632, 18092]",[1004 1002 1006 1008 1002],[437 451 499   4 863]
254,254,6114,5767,"[253, 4713, 9173, 13633, 18093]",[1003 1001 1005 1007 1002],[164 895 190 257 843]
255,255,6114,5990,"[254, 4714, 9174, 13634, 18094]",[1007 1008 1002 1004 1001],[142 939 249 860 348]
256,256,6115,6667,"[255, 4715, 9175, 13635, 18095]",[1000 1004 1001 1002 1002],[876 598 327 453 914]
257,257,6116,6637,"[256, 4716, 9176, 13636, 18096]",[1008 1005 1008 1000 1008],[265 817 289 117 645]
258,258,6116,9195,"[257, 4717, 9177, 13637, 18097]",[1001 1007 1004 1003 1005],[762  77 254 939 846]
259,259,6117,6607,"[258, 4718, 9178, 13638, 18098]",[1005 1002 1009 1009 1004],[319 509 846 277 784]
260,260,6118,9144,"[259, 4719, 9179, 13639, 18099]",[1002 1001 1007 1008 1005],[780 622 245 838 434]
261,261,6120,5859,"[260, 4720, 9180, 13640, 18100]",[1001 1003 1002 1002 1006],[ 41 135 685 989 461]
262,262,6120,6536,"[261, 4721, 9181, 13641, 18101]",[1006 1000 1000 1003 1007],[ 33 117 284  42 613]
263,263,6121,6759,"[262, 4722, 9182, 13642, 18102]",[1001 1004 1000 1004 1004],[720  18  99 477  93]
264,264,6122,6506,"[263, 4723, 9183, 13643, 18103]",[1003 1000 1001 1009 1005],[887 265 977 779 132]
265,265,6123,6253,"[264, 4724, 9184, 13644, 18104]",[1005 1001 1008 1008 1007],[907 234 842 917 149]
266,266,6123,6708,"[265, 4725, 9185, 13645, 18105]",[1003 1000 1009 1005 1003],[551 764 595   5 615]
267,267,6124,7608,"[266, 4726, 9186, 13646, 18106]",[1009 1006 1003 1005 1008],[732 227 888 835 375]
268,268,6126,5940,"[267, 4727, 9187, 13647, 18107]",[1008 1003 1008 1005 1005],[969 481 235 697 829]
269,269,6126,6172,"[268, 4728, 9188, 13648, 18108]",[1004 1006 1005 1000 1002],[679 328 317  94 397]
270,270,6127,6850,"[269, 4729, 9189, 13649, 18109]",[1001 1007 1006 1004 1006],[228 169 976 680 436]
271,271,6128,7527,"[270, 4730, 9190, 13650, 18110]",[1001 1003 1003 1001 1006],[168 124  38 454 210]
272,272,6131,6991,"[271, 4731, 9191, 13651, 18111]",[1009 1005 1007 1005 1007],[654 338 189 311 905]
273,273,6133,6951,"[272, 4732, 9192, 13652, 18112]",[1009 1002 1004 1006 1009],[ 48 824 579 285 735]
274,274,6134,5758,"[273, 4733, 9193, 13653, 18113]",[1000 1009 1007 1006 1007],[549  61  41 599 472]
275,275,6135,6901,"[274, 4734, 9194, 13654, 18114]",[1000 1001 1005 1000 1004],[260 298 769 654 999]
276,276,6135,9206,"[275, 4735, 9195, 13655, 18115]",[1005 1006 1003 1008 1006],[112 426 515 168 289]
277,277,6136,7103,"[276, 4736, 9196, 13656, 18116]",[1000 1002 1002 1007 1007],[450 686 604 857 584]
278,278,6139,6335,"[277, 4737, 9197, 13657, 18117]",[1005 1002 1008 1003 1006],[925 562 704 226  95]
279,279,6141,6072,"[278, 4738, 9198, 13658, 18118]",[1000 1003 1004 1005 1008],[240 923 813 696 606]
280,280,6141,6304,"[279, 4739, 9199, 13659, 18119]",[1009 1003 1000 1006 1003],[375 345 443 872 398]
281,281,6141,9064,"[280, 4740, 9200, 13660, 18120]",[1004 1002 1008 1003 1004],[875 925  76 809 278]
282,282,6142,6042,"[281, 4741, 9201, 13661, 18121]",[1006 1009 1000 1002 1001],[299 966 591 913 865]
283,283,6142,7659,"[282, 4742, 9202, 13662, 18122]",[1009 1007 1000 1000 1001],[969 747 419 688 476]
284,284,6143,6476,"[283, 4743, 9203, 13663, 18123]",[1005 1001 1003 1002 1003],[215 888 748 292 149]
285,285,6143,7639,"[284, 4744, 9204, 13664, 18124]",[1000 1004 1001 1000 1007],[435  13 350 295 161]
286,286,6145,9671,"[285, 4745, 9205, 13665, 18125]",[1002 1006 1008 1000 1002],[648 703  28 991 869]
287,287,6146,5708,"[286, 4746, 9206, 13666, 18126]",[1004 1007 1005 1004 1003],[515 883 498 245 612]
288,288,6146,7579,"[287, 4747, 9207, 13667, 18127]",[1001 1009 1003 1001 1003],[351 948 848 572 874]
289,289,6147,5931,"[288, 4748, 9208, 13668, 18128]",[1001 1005 1008 1004 1004],[582 628 145  17 252]
290,290,6147,6628,"[289, 4749, 9209, 13669, 18129]",[1000 1002 1007 1009 1008],[ 32 269 524 233 871]
291,291,6147,7073,"[290, 4750, 9210, 13670, 18130]",[1001 1002 1004 1000 1001],[901 770 735 314 487]
292,292,6148,6841,"[291, 4751, 9211, 13671, 18131]",[1007 1008 1008 1006 1006],[902 841 915 915 719]
293,293,6149,7498,"[292, 4752, 9212, 13672, 18132]",[1001 1002 1005 1004 1008],[494 262 381 837 738]
294,294,6150,6325,"[293, 4753, 9213, 13673, 18133]",[1009 1003 1009 1006 1006],[766 188 128 510 947]
295,295,6150,6548,"[294, 4754, 9214, 13674, 18134]",[1006 1009 1006 1001 1004],[602 854 128  97  46]
296,296,6151,5840,"[295, 4755, 9215, 13675, 18135]",[1008 1003 1002 1003 1006],[494 112 187 499 396]
297,297,6153,5800,"[296, 4756, 9216, 13676, 18136]",[1000 1006 1004 1006 1004],[147 760 492 954 811]
298,298,6154,6689,"[297, 4757, 9217, 13677, 18137]",[1000 1003 1006 1008 1001],[418 625 901 198 705]
299,299,6154,7144,"[298, 4758, 9218, 13678, 18138]",[1006 1000 1009 1000 1009],[628 217 290 872 692]
300,300,6155,5982,"[299, 4759, 9219, 13679, 18139]",[1006 1006 1007 1007 1005],[219 299 192 642 502]
301,301,6156,7346,"[300, 4760, 9220, 13680, 18140]",[1001 1008 1002 1005 1005],[837 230  67 211 854]
302,302,6158,5901,"[301, 4761, 9221, 13681, 18141]",[1005 1008 1002 1009 1009],[340 962 973 540 593]
303,303,6158,9601,"[302, 4762, 9222, 13682, 18142]",[1002 1004 1009 1001 1003],[441 918  56 957 246]
304,304,6159,5648,"[303, 4763, 9223, 13683, 18143]",[1006 1007 1003 1007 1002],[315 510 763 177 810]
305,305,6159,6113,"[304, 4764, 9224, 13684, 18144]",[1000 1007 1003 1001 1009],[109 514 304 796 494]
306,306,6160,6791,"[305, 4765, 9225, 13685, 18145]",[1007 1000 1006 1008 1003],[343 601 225 717 990]
307,307,6161,6295,"[306, 4766, 9226, 13686, 18146]",[1004 1007 1003 1001 1005],[616 682 293 963 676]
308,308,6161,7468,"[307, 4767, 9227, 13687, 18147]",[1008 1009 1002 1006 1008],[532 926 584 681  80]
309,309,6162,6508,"[308, 4768, 9228, 13688, 18148]",[1007 1008 1005 1003 1001],[522 414 987 565 864]
310,310,6164,6457,"[309, 4769, 9229, 13689, 18149]",[1003 1006 1003 1009 1003],[ 897   71   96 1000  845]
311,311,6166,6892,"[310, 4770, 9230, 13690, 18150]",[1008 1005 1000 1004 1006],[514 877 966  61 927]
312,312,6166,7114,"[311, 4771, 9231, 13691, 18151]",[1002 1007 1002 1006 1006],[986 515 485 678 866]
313,313,6167,7327,"[312, 4772, 9232, 13692, 18152]",[1001 1009 1007 1004 1007],[888 326 831 548 128]
314,314,6169,7034,"[313, 4773, 9233, 13693, 18153]",[1005 1005 1008 1004 1007],[759 922 902 645 484]
315,315,6172,6053,"[314, 4774, 9234, 13694, 18154]",[1000 1001 1004 1007 1001],[323 256 282 512 627]
316,316,6172,6973,"[315, 4775, 9235, 13695, 18155]",[1001 1004 1002 1009 1001],[176 775 923   6 444]
317,317,6173,9258,"[316, 4776, 9236, 13696, 18156]",[1002 1009 1001 1004 1000],[919 424 335 861 681]
318,318,6174,6458,"[317, 4777, 9237, 13697, 18157]",[1007 1006 1006 1005 1003],[ 67 521 720 113 693]
319,319,6174,7165,"[318, 4778, 9238, 13698, 18158]",[1009 1008 1009 1002 1005],[503 559 819  10 356]
320,320,6176,5730,"[319, 4779, 9239, 13699, 18159]",[1009 1000 1003 1004 1008],[556  85  82 488  51]
321,321,6176,5962,"[320, 4780, 9240, 13700, 18160]",[1004 1005 1004 1003 1008],[716 797 515 251 340]
322,322,6176,7580,"[321, 4781, 9241, 13701, 18161]",[1002 1006 1002 1004 1007],[319 964 732 446 162]
323,323,6176,9662,"[322, 4782, 9242, 13702, 18162]",[1009 1007 1003 1008 1001],[471 414 941 871 402]
324,324,6177,6862,"[323, 4783, 9243, 13703, 18163]",[1008 1000 1001 1003 1007],[517  45 902 655 560]
325,325,6177,7550,"[324, 4784, 9244, 13704, 18164]",[1008 1002 1009 1007 1006],[105 663  10 301 333]
326,326,6177,9167,"[325, 4785, 9245, 13705, 18165]",[1007 1006 1009 1005 1006],[153 438   3  20 200]
327,327,6180,6802,"[326, 4786, 9246, 13706, 18166]",[1001 1005 1005 1009 1000],[140 598 700 408 454]
328,328,6181,5841,"[327, 4787, 9247, 13707, 18167]",[1004 1007 1006 1003 1003],[886 684 254 879 276]
329,329,6181,7459,"[328, 4788, 9248, 13708, 18168]",[1003 1003 1009 1009 1007],[692 355 216 804 946]
330,330,6182,6519,"[329, 4789, 9249, 13709, 18169]",[1009 1000 1002 1006 1005],[319 653 321 517 694]
331,331,6182,6751,"[330, 4790, 9250, 13710, 18170]",[1000 1002 1005 1009 1005],[560 318 343 803 101]
332,332,6183,9046,"[331, 4791, 9251, 13711, 18171]",[1000 1001 1009 1004 1009],[642 166 689 492 195]
333,333,6184,5781,"[332, 4792, 9252, 13712, 18172]",[1003 1006 1007 1003 1003],[696 342 567 433 533]
334,334,6185,6903,"[333, 4793, 9253, 13713, 18173]",[1007 1002 1009 1001 1000],[258 750 177 306 396]
335,335,6185,8520,"[334, 4794, 9254, 13714, 18174]",[1008 1002 1001 1009 1000],[250 883 697 408 690]
336,336,6186,6428,"[335, 4795, 9255, 13715, 18175]",[1008 1004 1003 1008 1001],[639 598 737 439 747]
337,337,6187,6397,"[336, 4796, 9256, 13716, 18176]",[1004 1005 1000 1000 1006],[372 961 359 849 703]
338,338,6189,6590,"[337, 4797, 9257, 13717, 18177]",[1001 1000 1004 1000 1007],[132 859 930 529 567]
339,339,6189,7277,"[338, 4798, 9258, 13718, 18178]",[1002 1003 1003 1006 1000],[856 186 884 728 997]
340,340,6190,5862,"[339, 4799, 9259, 13719, 18179]",[1007 1005 1003 1002 1001],[453 778 505 458  67]
341,341,6190,6327,"[340, 4800, 9260, 13720, 18180]",[1008 1001 1008 1000 1009],[503 991  87 122 613]
342,342,6190,6559,"[341, 4801, 9261, 13721, 18181]",[1005 1004 1004 1007 1007],[539 974 478 224 393]
343,343,6190,9562,"[342, 4802, 9262, 13722, 18182]",[1003 1003 1002 1007 1004],[819 571 670 670 824]
344,344,6191,7237,"[343, 4803, 9263, 13723, 18183]",[1002 1002 1004 1003 1009],[126 753 569  41  78]
345,345,6193,6964,"[344, 4804, 9264, 13724, 18184]",[1006 1003 1006 1008 1000],[430 212 171 725 845]
346,346,6193,7661,"[345, 4805, 9265, 13725, 18185]",[1001 1007 1007 1003 1006],[598 421 320 112 138]
347,347,6196,6651,"[346, 4806, 9266, 13726, 18186]",[1003 1001 1000 1005 1005],[696 846 845  71 877]
348,348,6196,9198,"[347, 4807, 9267, 13727, 18187]",[1007 1001 1000 1005 1001],[597 126 182 952 903]
349,349,6199,5670,"[348, 4808, 9268, 13728, 18188]",[1006 1003 1006 1001 1001],[697 805 702 788 767]
350,350,6199,7055,"[349, 4809, 9269, 13729, 18189]",[1008 1005 1005 1006 1009],[ 52 718 547 420 124]
351,351,6200,7500,"[350, 4810, 9270, 13730, 18190]",[1009 1003 1008 1005 1007],[652 118 708 195 731]
352,352,6201,6782,"[351, 4811, 9271, 13731, 18191]",[1004 1006 1007 1006 1003],[625 380 612 529 357]
353,353,6201,9320,"[352, 4812, 9272, 13732, 18192]",[1007 1008 1002 1001 1002],[ 91 723 575  34  61]
354,354,6202,7450,"[353, 4813, 9273, 13733, 18193]",[1005 1009 1007 1009 1009],[546 330 479 289 976]
355,355,6204,6247,"[354, 4814, 9274, 13734, 18194]",[1003 1005 1004 1007 1002],[317  90 126 643 288]
356,356,6204,7409,"[355, 4815, 9275, 13735, 18195]",[1005 1007 1002 1005 1004],[313 769 542  13 854]
357,357,6204,9724,"[356, 4816, 9276, 13736, 18196]",[1000 1006 1005 1005 1006],[ 89 522 550 944 309]
358,358,6206,9674,"[357, 4817, 9277, 13737, 18197]",[1006 1001 1007 1007 1001],[283 755 341  14 915]
359,359,6207,6166,"[358, 4818, 9278, 13738, 18198]",[1000 1002 1007 1006 1005],[917 393 919 531 311]
360,360,6208,6853,"[359, 4819, 9279, 13739, 18199]",[1009 1008 1006 1008 1000],[806  53 481 664 517]
361,361,6209,8441,"[360, 4820, 9280, 13740, 18200]",[1001 1008 1000 1000 1000],[912 516 261 812 451]
362,362,6209,9361,"[361, 4821, 9281, 13741, 18201]",[1002 1007 1009 1003 1003],[511 391 887 451 477]
363,363,6210,5863,"[362, 4822, 9282, 13742, 18202]",[1003 1001 1004 1007 1006],[168 515 576 807 921]
364,364,6210,9108,"[363, 4823, 9283, 13743, 18203]",[1000 1002 1009 1002 1007],[758 721 927 167 389]
365,365,6211,7005,"[364, 4824, 9284, 13744, 18204]",[1003 1003 1001 1009 1009],[392 648 280 633 785]
366,366,6212,6297,"[365, 4825, 9285, 13745, 18205]",[1007 1003 1005 1003 1003],[646 332 363 339 543]
367,367,6213,5802,"[366, 4826, 9286, 13746, 18206]",[1008 1009 1006 1002 1006],[114 636 258 343 333]
368,368,6213,6955,"[367, 4827, 9287, 13747, 18207]",[1007 1004 1008 1003 1002],[  5 491 567 170 805]
369,369,6215,5984,"[368, 4828, 9288, 13748, 18208]",[1005 1006 1006 1005 1008],[989 679 287  19 634]
370,370,6215,6692,"[369, 4829, 9289, 13749, 18209]",[1001 1007 1001 1002 1002],[228 500 903 643 194]
371,371,6215,7602,"[370, 4830, 9290, 13750, 18210]",[1008 1001 1004 1005 1009],[131 746 399 676 745]
372,372,6217,5701,"[371, 4831, 9291, 13751, 18211]",[1007 1008 1004 1003 1008],[699 686 471 212  11]
373,373,6217,5944,"[372, 4832, 9292, 13752, 18212]",[1000 1003 1004 1005 1003],[386 538 129 609 160]
374,374,6217,7329,"[373, 4833, 9293, 13753, 18213]",[1008 1004 1001 1000 1008],[229 120 803 162 844]
375,375,6217,7571,"[374, 4834, 9294, 13754, 18214]",[1001 1006 1001 1004 1000],[621 468 861 738 136]
376,376,6218,6621,"[375, 4835, 9295, 13755, 18215]",[1009 1002 1005 1001 1002],[371 428 940 856 571]
377,377,6218,7531,"[376, 4836, 9296, 13756, 18216]",[1006 1003 1005 1003 1007],[574  95 121 292 162]
378,378,6219,5903,"[377, 4837, 9297, 13757, 18217]",[1007 1003 1003 1009 1001],[495 887 964 665 547]
379,379,6219,9604,"[378, 4838, 9298, 13758, 18218]",[1004 1007 1000 1003 1000],[674 770 996 742 595]
380,380,6223,6490,"[379, 4839, 9299, 13759, 18219]",[1001 1002 1002 1005 1001],[255  21 270 619 488]
381,381,6224,7643,"[380, 4840, 9300, 13760, 18220]",[1001 1005 1007 1003 1005],[352 683 114 804  34]
382,382,6225,8532,"[381, 4841, 9301, 13761, 18221]",[1007 1001 1005 1007 1003],[588  93 893 866 441]
383,383,6225,9230,"[382, 4842, 9302, 13762, 18222]",[1008 1009 1003 1000 1002],[176 593 117 968 146]
384,384,6227,7107,"[383, 4843, 9303, 13763, 18223]",[1006 1008 1007 1005 1008],[935 583 959 294 215]
385,385,6228,9159,"[384, 4844, 9304, 13764, 18224]",[1004 1009 1004 1004 1009],[325 767 124 551  32]
386,386,6232,9068,"[385, 4845, 9305, 13765, 18225]",[1002 1005 1002 1008 1000],[167 998 517 379  72]
387,387,6233,5803,"[386, 4846, 9306, 13766, 18226]",[1007 1004 1000 1009 1001],[550  70 675 335 123]
388,388,6233,7431,"[387, 4847, 9307, 13767, 18227]",[1006 1006 1009 1005 1009],[457 414  50  11 240]
389,389,6234,5793,"[388, 4848, 9308, 13768, 18228]",[1005 1004 1001 1002 1008],[478 246 414 107 362]
390,390,6234,6723,"[389, 4849, 9309, 13769, 18229]",[1005 1004 1008 1008 1007],[892 586  85 682 517]
391,391,6234,6935,"[390, 4850, 9310, 13770, 18230]",[1008 1006 1006 1005 1001],[942 800 635 257 222]
392,392,6235,6460,"[391, 4851, 9311, 13771, 18231]",[1007 1003 1006 1004 1006],[991  98 653 965 118]
393,393,6236,6430,"[392, 4852, 9312, 13772, 18232]",[1006 1004 1001 1001 1003],[988 890 171 225 630]
394,394,6236,7138,"[393, 4853, 9313, 13773, 18233]",[1009 1004 1009 1003 1007],[866 976 745 631 704]
395,395,6238,6390,"[394, 4854, 9314, 13774, 18234]",[1005 1005 1003 1008 1002],[123 384 341 866 857]
396,396,6239,6834,"[395, 4855, 9315, 13775, 18235]",[1008 1001 1004 1006 1005],[ 86 878 881 730 116]
397,397,6239,7057,"[396, 4856, 9316, 13776, 18236]",[1000 1009 1004 1005 1005],[ 70 835 400 698 684]
398,398,6239,7522,"[397, 4857, 9317, 13777, 18237]",[1006 1007 1003 1006 1004],[186 629 596 415 199]
399,399,6240,9807,"[398, 4858, 9318, 13778, 18238]",[1005 1009 1002 1004 1000],[314 745 722 809 231]
400,400,6241,5854,"[399, 4859, 9319, 13779, 18239]",[1007 1000 1006 1007 1009],[163 412 887 362 167]
401,401,6241,6774,"[400, 4860, 9320, 13780, 18240]",[1002 1006 1008 1009 1002],[119  82  97 283 758]
402,402,6241,9089,"[401, 4861, 9321, 13781, 18241]",[1005 1006 1003 1002 1002],[774 795 262 236 871]
403,403,6245,6218,"[402, 4862, 9322, 13782, 18242]",[1002 1003 1002 1001 1009],[ 74 666 141 488 665]
404,404,6245,8553,"[403, 4863, 9323, 13783, 18243]",[1004 1001 1007 1003 1005],[661 299 154 854 952]
405,405,6245,8998,"[404, 4864, 9324, 13784, 18244]",[1002 1008 1008 1005 1000],[386  39 193 850 904]
406,406,6246,7360,"[405, 4865, 9325, 13785, 18245]",[1002 1008 1005 1003 1000],[741 341 271 592 197]
407,407,6247,9190,"[406, 4866, 9326, 13786, 18246]",[1007 1009 1002 1008 1002],[541 521 916 355 975]
408,408,6248,8483,"[407, 4867, 9327, 13787, 18247]",[1009 1003 1001 1006 1006],[152 227 889   3 449]
409,409,6249,5672,"[408, 4868, 9328, 13788, 18248]",[1006 1007 1006 1007 1008],[ 143 1000   72    8  434]
410,410,6249,6137,"[409, 4869, 9329, 13789, 18249]",[1009 1000 1006 1004 1006],[131 143  83 777 183]
411,411,6249,6380,"[410, 4870, 9330, 13790, 18250]",[1007 1008 1006 1007 1003],[ 47 439 582 877 629]
412,412,6250,6582,"[411, 4871, 9331, 13791, 18251]",[1004 1001 1005 1008 1005],[574 974 755 679 157]
413,413,6250,9362,"[412, 4872, 9332, 13792, 18252]",[1005 1007 1006 1008 1000],[229 996 908  86 787]
414,414,6250,9595,"[413, 4873, 9333, 13793, 18253]",[1005 1002 1000 1008 1005],[275 248  13 667 261]
415,415,6251,6552,"[414, 4874, 9334, 13794, 18254]",[1005 1009 1006 1000 1009],[787 264 901 560 985]
416,416,6251,7017,"[415, 4875, 9335, 13795, 18255]",[1007 1006 1002 1005 1009],[661 374 586  56 721]
417,417,6252,8392,"[416, 4876, 9336, 13796, 18256]",[1001 1000 1009 1005 1009],[320 489 675 226 621]
418,418,6253,6047,"[417, 4877, 9337, 13797, 18257]",[1001 1005 1009 1006 1000],[815  49 781 612 899]
419,419,6253,6279,"[418, 4878, 9338, 13798, 18258]",[1002 1008 1000 1002 1003],[699 737 371  67 752]
420,420,6254,6249,"[419, 4879, 9339, 13799, 18259]",[1006 1009 1006 1003 1004],[709 339 195 938 351]
421,421,6256,5966,"[420, 4880, 9340, 13800, 18260]",[1003 1002 1007 1008 1009],[458 691 533 841 166]
422,422,6256,6663,"[421, 4881, 9341, 13801, 18261]",[1004 1004 1004 1002 1008],[323 484  44 184 278]
423,423,6256,9686,"[422, 4882, 9342, 13802, 18262]",[1009 1006 1004 1006 1001],[286 922 830  43 302]
424,424,6257,6411,"[423, 4883, 9343, 13803, 18263]",[1000 1007 1003 1009 1003],[721 636 146 951 896]
425,425,6258,6623,"[424, 4884, 9344, 13804, 18264]",[1004 1007 1002 1008 1008],[907 518 452 876 298]
426,426,6258,7563,"[425, 4885, 9345, 13805, 18265]",[1007 1008 1001 1008 1003],[743 871 173  18 652]
427,427,6259,5915,"[426, 4886, 9346, 13806, 18266]",[1004 1000 1008 1004 1005],[185 268 773 109 469]
428,428,6259,8463,"[427, 4887, 9347, 13807, 18267]",[1007 1002 1006 1004 1009],[843 722 800 870 255]
429,429,6262,6997,"[428, 4888, 9348, 13808, 18268]",[1001 1002 1002 1009 1001],[794 760 140 565 123]
430,430,6262,9535,"[429, 4889, 9349, 13809, 18269]",[1002 1005 1004 1000 1003],[524 977 572 357 967]
431,431,6262,9545,"[430, 4890, 9350, 13810, 18270]",[1005 1006 1002 1008 1008],[233 378 898 287 242]
432,432,6263,6057,"[431, 4891, 9351, 13811, 18271]",[1007 1009 1003 1001 1009],[841 450 142 662 962]
433,433,6263,9050,"[432, 4892, 9352, 13812, 18272]",[1009 1005 1000 1004 1000],[491 602 445 104 555]
434,434,6266,6219,"[433, 4893, 9353, 13813, 18273]",[1009 1009 1001 1008 1003],[427 593 408 524 608]
435,435,6266,7604,"[434, 4894, 9354, 13814, 18274]",[1001 1009 1001 1000 1005],[893 625 879 892 397]
436,436,6267,5946,"[435, 4895, 9355, 13815, 18275]",[1001 1008 1001 1007 1000],[396 473  81 209  90]
437,437,6269,9838,"[436, 4896, 9356, 13816, 18276]",[1003 1006 1002 1004 1006],[ 25 158 286 204 238]
438,438,6270,7038,"[437, 4897, 9357, 13817, 18277]",[1006 1003 1008 1005 1003],[547 444 905 240 485]
439,439,6270,7513,"[438, 4898, 9358, 13818, 18278]",[1009 1002 1000 1003 1007],[638  41  83 286 951]
440,440,6270,9596,"[439, 4899, 9359, 13819, 18279]",[1003 1004 1002 1009 1001],[590 383 838  20 815]
441,441,6272,5835,"[440, 4900, 9360, 13820, 18280]",[1008 1007 1005 1000 1008],[ 90 559 489 162  67]
442,442,6272,9768,"[441, 4901, 9361, 13821, 18281]",[1002 1004 1005 1008 1006],[506 853 116 687 613]
443,443,6273,8363,"[442, 4902, 9362, 13822, 18282]",[1002 1007 1003 1005 1000],[615 995  60 956 819]
444,444,6273,9293,"[443, 4903, 9363, 13823, 18283]",[1008 1002 1009 1007 1007],[ 65 887 564 155 966]
445,445,6274,6715,"[444, 4904, 9364, 13824, 18284]",[1004 1003 1007 1004 1003],[920 477 148  34 457]
446,446,6275,5997,"[445, 4905, 9365, 13825, 18285]",[1008 1001 1009 1003 1004],[968 861 252 679 200]
447,447,6276,6907,"[446, 4906, 9366, 13826, 18286]",[1006 1002 1001 1006 1000],[839 122  68 763 887]
448,448,6277,6199,"[447, 4907, 9367, 13827, 18287]",[1003 1003 1008 1005 1003],[828 523 695 607 421]
